Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
KQFM4NVK,journalArticle,2019,"Franzén, Ida; Nedar, Linnéa; Andersson, Maria",Environmental Comparison of Energy Solutions for Heating and Cooling,Sustainability,,2071-1050,10.3390/su11247051,https://www.mdpi.com/2071-1050/11/24/7051,"Humanity faces several environmental challenges today. The planet has limited resources, and it is necessary to use these resources effectively. This paper examines the environmental impact of three energy solutions for the heating and cooling of buildings. The solutions are conventional district heating and cooling, a smart energy solution for heating and cooling (ectogrid™), and geothermal energy. The ectogrid™ balances energy flows with higher and lower temperatures to reduce the need for supplied energy. The three solutions have been studied for Medicon Village, which is a district in the city of Lund in Sweden. The study shows that the energy use for the conventional system is 12,250 MWh for one year, and emissions are 590 tons of CO2 equivalents. With ectogrid™, the energy use is reduced by 61%, and the emissions are reduced by 12%, compared to the conventional system. With geothermal energy, the energy use is reduced by 70%, and the emissions by 20%. An analysis is also made in a European context, with heating based on natural gas and cooling based on air conditioners. The study shows that the environmental impact would decrease considerably by replacing the carbon dioxide intensive solution with ectogrid™ or geothermal energy.",2019-01,4/6/2023 19:57,7/18/2023 15:45,4/6/2023 19:57,7051,,24,11,,,,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Number: 24 Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\yuhang.zhang\Zotero\storage\2JRGYY6N\Franzén et al. - 2019 - Environmental Comparison of Energy Solutions for H.pdf,,5GDHC,building energy solutions; district-heating system; ectogrid; geothermal energy; heat pump; smart energy systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBVD43UJ,journalArticle,2019,Mikel Lumbreras Mugaguren; Roberto Garay Martínez; Víctor Sánchez Zabala; Kasper Korsholm Østergaard; Matteo Caramaschi,Triple function substation and high-efficiency micro booster heat pump for Ultra Low Temperature District Heating,,,,10.1088/1757-899x/609/5/052008,https://iopscience.iop.org/article/10.1088/1757-899X/609/5/052008/meta,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: IOP Publishing,,C:\Users\yuhang.zhang\Zotero\storage\9KAGHF93\Mikel Lumbreras Mugaguren et al. - 2019 - Triple function substation and high-efficiency mic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIKRVTEQ,journalArticle,2019,Z. Ullah; G. Mokryani; B. Khan; I. Khan; C. A. Mehmood; S. M. Ali,Smart grid block-chain (BC) conceptual framework: Bi-directional models for renewable energy district and utility,,,,10.1109/icet48972.2019.8994500,https://ieeexplore.ieee.org/abstract/document/8994500/,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: IEEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4WMAM6K,journalArticle,2019,Sahibzada Muhammad Ali; Zahid Ullah; Geev Mokryani; Bilal Khan; Iqrar Hussain; Chaudhry Arshad Mehmood; Umar Farid; Muhammad Jawad,Smart grid and energy district mutual interactions with demand response programs,,,,10.1049/iet-esi.2019.0032,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-esi.2019.0032,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Institution of Engineering and Technology (IET),,C:\Users\yuhang.zhang\Zotero\storage\NYV43GRI\Sahibzada Muhammad Ali et al. - 2019 - Smart grid and energy district mutual interactions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCD7PBN5,journalArticle,2019,Anna Volkova; Igor Krupenski; Henrik Pieper; Aleksandr Ledvanov; Eduard Latõšov; Andres Siirde,Small low-temperature district heating network development prospects,,,,10.1016/j.energy.2019.04.083,https://www.sciencedirect.com/science/article/pii/S0360544219307169,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\XZF69F6F\Anna Volkova et al. - 2019 - Small low-temperature district heating network dev.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAZZQMFY,journalArticle,2019,Şiir Kılkış; Goran Krajačić; Neven Duić; Luca Montorsi; Qiuwang Wang; Marc A. Rosen; Moh'd Ahmad Al-Nimr,"Research frontiers in sustainable development of energy, water and environment systems in a time of climate crisis",,,,10.1016/j.enconman.2019.111938,https://www.sciencedirect.com/science/article/pii/S019689041930929X,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\AXR235MX\Şiir Kılkış et al. - 2019 - Research frontiers in sustainable development of e.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGGG4A9D,journalArticle,2019,Bram van der Heijde; Annelies Vandermeulen; Robbe Salenbien; Lieve Helsen,Representative days selection for district energy system optimisation: a solar district heating system with seasonal storage,,,,10.1016/j.apenergy.2019.04.030,https://www.sciencedirect.com/science/article/pii/S0306261919306622,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\S5G5K4MJ\Bram van der Heijde et al. - 2019 - Representative days selection for district energy .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDVYAGRU,journalArticle,2019,Z.Y. Xu; R.Z. Wang; Chun Yang,Perspectives for low-temperature waste heat recovery,,,,10.1016/j.energy.2019.04.001,https://www.sciencedirect.com/science/article/pii/S0360544219306140,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\TXZ2QRWG\Z.Y. Xu et al. - 2019 - Perspectives for low-temperature waste heat recove.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ZKC3EQQ,journalArticle,2019,Mohammad Sameti; Fariborz Haghighat,Optimization of 4th generation distributed district heating system: Design and planning of combined heat and power,,,,10.1016/j.renene.2018.06.068,https://www.sciencedirect.com/science/article/pii/S0960148118307201,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\4YKKTUA8\Mohammad Sameti and Fariborz Haghighat - 2019 - Optimization of 4th generation distributed distric.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3YKFRSQ,conferencePaper,2019,"Rogers, Ryan; Lakhian, Vickram; Lightstone, Marilyn; Cotton, James S.",Modeling of Low Temperature Thermal Networks Using Historical Building Data from District Energy Systems,,,,10.3384/ecp19157543,https://ep.liu.se/en/conference-article.aspx?series=ecp&issue=157&Article_No=55,A Modelica library for modelling and comparing District Energy Systems (DES) and Low Temperature Thermal Networks (LTTN) has been developed. The library consists of six unique models and a series of replaceable sub-models that allow for different scenarios for thermal energy generation. The fluid transport model and losses have been tuned using an empirical data set of a district energy system in operation.,2/1/2019,3/19/2023 22:02,7/18/2023 15:58,3/19/2023 22:02,543-550,,,,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\yuhang.zhang\Zotero\storage\3LWGYBPC\Rogers 等 - 2019 - Modeling of Low Temperature Thermal Networks Using.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The 13th International Modelica Conference, Regensburg, Germany, March 4–6, 2019",,,,,,,,,,,,,,,
IFEX39WK,journalArticle,2019,van der Heijde; Annelies Vandermeulen; Salenbien; Helsen,Integrated optimal design and control of fourth generation district heating networks with thermal energy storage,,,,10.3390/en12142766,https://www.mdpi.com/1996-1073/12/14/2766,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\P2RCTTDY\van der Heijde et al. - 2019 - Integrated optimal design and control of fourth ge.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPNFJSJ4,journalArticle,2019,Mohammad Sameti; Fariborz Haghighat,Hybrid solar and heat-driven district cooling system: Optimal integration and control strategy,,,,10.1016/j.solener.2019.03.034,https://www.sciencedirect.com/science/article/pii/S0038092X19302609,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\LGUFQ34E\Mohammad Sameti and Fariborz Haghighat - 2019 - Hybrid solar and heat-driven district cooling syst.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFGH9ZLJ,journalArticle,2019,M. Saufi Sulaiman; B. Singh; W.A.N.W. Mohamed,Experimental and theoretical study of thermoelectric generator waste heat recovery model for an ultra-low temperature PEM fuel cell powered vehicle,,,,10.1016/j.energy.2019.05.022,https://www.sciencedirect.com/science/article/pii/S0360544219308850,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\IJCETJHP\M. Saufi Sulaiman et al. - 2019 - Experimental and theoretical study of thermoelectr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5W8GUPRP,journalArticle,2019,Y. Zhao; X. Tong; X.H. Wei; S.S. Xu; S. Lan; X.-L. Wang; Z.W. Zhang,Effects of microstructure on crack resistance and low-temperature toughness of ultra-low carbon high strength steel,,,,10.1016/j.ijplas.2019.01.004,https://www.sciencedirect.com/science/article/pii/S0749641918306521,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\S4SGR9E4\Y. Zhao et al. - 2019 - Effects of microstructure on crack resistance and .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z2JG3F6V,journalArticle,2019,Dorte Skaarup Østergaard; Svend Svendsen,Costs and benefits of preparing existing Danish buildings for low-temperature district heating,,,,10.1016/j.energy.2019.03.186,https://www.sciencedirect.com/science/article/pii/S0360544219306061,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\H3IKILDX\Dorte Skaarup Østergaard and Svend Svendsen - 2019 - Costs and benefits of preparing existing Danish bu.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIGJAT68,journalArticle,2019,Ieva Pakere; Dagnija Blumberga,Comparison of low-temperature district heating concepts in a long-term energy system perspective,,,,10.2478/rtuect-2019-0085,https://vbn.aau.dk/en/publications/comparison-of-low-temperature-district-heating-concepts-in-a-long,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Walter de Gruyter GmbH,,C:\Users\yuhang.zhang\Zotero\storage\LSTR9XI6\Ieva Pakere and Dagnija Blumberga - 2019 - Comparison of low-temperature district heating con.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BYTXAMVS,journalArticle,2019,Kristina Lygnerud,Business model changes in district heating: The impact of the technology shift from the third to the fourth generation,,,,10.3390/en12091778,https://www.mdpi.com/1996-1073/12/9/1778,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\X9R54NC7\Kristina Lygnerud - 2019 - Business model changes in district heating The im.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYGWY7YD,journalArticle,2019,Aleksandrs Zajacs; Anatolijs Borodiņecs,Assessment of development scenarios of district heating systems,,,,10.1016/j.scs.2019.101540,https://www.sciencedirect.com/science/article/pii/S2210670718322376,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\RL6C5BZY\Aleksandrs Zajacs and Anatolijs Borodiņecs - 2019 - Assessment of development scenarios of district he.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIWGFVXJ,journalArticle,2019,Millar; Burnside; Yu,An investigation into the limitations of low temperature district heating on traditional tenement buildings in Scotland,,,,10.3390/en12132603,https://www.mdpi.com/1996-1073/12/13/2603,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: MDPI AG,,C:\Users\yuhang.zhang\Zotero\storage\EY935LG2\Millar et al. - 2019 - An investigation into the limitations of low tempe.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FMAI3NAL,journalArticle,2019,Dirk Lenzen; Jingjing Zhao; Sebastian-Johannes Ernst; Mohammad Wahiduzzaman; A. Ken Inge; Dominik Fröhlich; Hongyi Xu; Hans-Jörg Bart; Christoph Janiak; Stefan Henninger; Guillaume Maurin; Xiaodong Zou; Norbert Stock,A metal–organic framework for efficient water-based ultra-low-temperature-driven cooling,,,,10.1038/s41467-019-10960-0,https://www.nature.com/articles/s41467-019-10960-0,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Springer Science and Business Media LLC,,C:\Users\yuhang.zhang\Zotero\storage\CIUYVIWR\Dirk Lenzen et al. - 2019 - A metal–organic framework for efficient water-base.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46CG9YB8,journalArticle,2019,Stef Boesten; Wilfried Ivens; Stefan C. Dekker; Herman Eijdems,5th generation district heating and cooling systems as a solution for renewable urban thermal energy supply,,,,10.5194/adgeo-49-129-2019,https://adgeo.copernicus.org/articles/49/129/2019/,,2019,7/18/2023 15:39,7/18/2023 15:39,,,,,,,,,,,,,,,,,,,,,,Publisher: Copernicus GmbH,,C:\Users\yuhang.zhang\Zotero\storage\KHJMCEY5\Stef Boesten et al. - 2019 - 5th generation district heating and cooling system.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPRCHKBN,journalArticle,2019,I. Hussain; S.M. Ali; B. Khan; Z. Ullah; C.A. Mehmood; M. Jawad; U. Farid; A. Haider,… wind energy management model within smart grid framework: A joint bi-directional service level agreement (SLA) between smart grid and wind energy district …,,,,10.1016/j.renene.2018.11.085,https://www.sciencedirect.com/science/article/pii/S0960148118314046,,2019,7/18/2023 15:39,7/18/2023 15:45,,,,,,,,,,,,,,,,,,,,,,Publisher: Elsevier BV,,C:\Users\yuhang.zhang\Zotero\storage\9V4UTDZ2\I. Hussain et al. - 2019 - … wind energy management model within smart grid f.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJYTEQAF,journalArticle,2018,"Bünning, Felix; Wetter, Michael; Fuchs, Marcus; Müller, Dirk",Bidirectional low temperature district energy systems with agent-based control: Performance comparison and operation optimization,Applied Energy,,0306-2619,10.1016/j.apenergy.2017.10.072,https://www.sciencedirect.com/science/article/pii/S0306261917314940,"Bidirectional low temperature networks are a novel concept that promises more efficient heating and cooling of buildings. Early research shows theoretical benefits in terms of exergy efficiency over other technologies. Pilot projects indicate that the concept delivers good performance if heating and cooling demands are diverse. However, the operation of these networks is not yet optimized and there is no quantification of the benefits over other technologies in various scenarios. Moreover, there is a lack of understanding of how to integrate and control multiple distributed heat and cold sources in such networks. Therefore, this paper develops a control concept based on a temperature set point optimization and agent-based control which allows the modular integration of an arbitrary number of sources and consumers. Afterwards, the concept is applied to two scenarios representing neighborhoods in San Francisco and Cologne with different heating and cooling demands and boundary conditions. The performance of the system is then compared to other state-of-the-art heating and cooling solutions using dynamic simulations with Modelica. The results show that bidirectional low temperature networks without optimization produce 26% less emissions in the San Francisco scenario and 63% in the Cologne scenario in comparison to the other heating and cooling solutions. Savings of energy costs are 46% and 27%, and reductions of primary energy consumption 52% and 72%, respectively. The presented operation optimization leads to electricity use reductions of 13% and 41% when compared to networks with free-floating temperature control and the results indicate further potential for improvement. The study demonstrates the advantage of low temperature networks in different situations and introduces a control concept that is extendable for real implementation.",1/1/2018,2/7/2023 1:01,7/18/2023 15:46,1/30/2023 5:55,502-515,,,209,,Applied Energy,Bidirectional low temperature district energy systems with agent-based control,,,,,,,en,,,,,ScienceDirect,,91 citations (Crossref) [2023-02-08],,C:\Users\yuhang.zhang\Zotero\storage\MJ2KPDMT\Bünning et al. - 2018 - Bidirectional low temperature district energy syst.pdf; C:\Users\yuhang.zhang\Zotero\storage\BSNVXP2Q\S0306261917314940.html,,,District heating; Agent-based control; Low temperature network; Modelica; Operation optimization; Urban energy systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6XYUWFXM,journalArticle,2018,"Pellegrini, Marco; Bianchini, Augusto",The Innovative Concept of Cold District Heating Networks: A Literature Review,Energies,,1996-1073,10.3390/en11010236,https://www.mdpi.com/1996-1073/11/1/236,"The development of sustainable and innovative solutions for the production and supply of energy at district level is nowadays one of the main technical challenges. In the past, district heating and cooling networks aimed to achieve greater energy efficiency through the centralization of the energy production process but with relevant losses related to heat transport. Moving towards a higher share of renewables and lower demand of primary energy requires redesign of the energy district networks. The novel concept of cold district heating networks aims to combine the advantages of a centralized energy distribution system with low heat losses in energy supply. This combined effect is achieved through the centralized supply of water at relatively low temperatures (in the range 10–25 °C), which is then heated up by decentralized heat pumps. Moreover, cold district heating networks are also very suitable for cooling delivery, since cold water supplying can be directly used for cooling purposes (i.e., free cooling) or to feed decentralized chillers with very high energy efficiency ratio. This paper provides a preliminary literature review of existing cold district heating networks and then qualitatively analyses benefits and drawbacks in comparison with the alternatives currently used to produce heat and cold at district level, including the evaluation of major barriers to its further development.",2018-01,2/7/2023 1:01,7/18/2023 15:46,1/30/2023 5:48,236,,1,11,,,The Innovative Concept of Cold District Heating Networks,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,37 citations (Crossref) [2023-02-08] Number: 1 Publisher: Multidisciplinary Digital Publishing Institute,,C:\Users\yuhang.zhang\Zotero\storage\5Z7KYUY3\Pellegrini and Bianchini - 2018 - The Innovative Concept of Cold District Heating Ne.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z4JL9EEQ,journalArticle,2018,"Yang, Xiaochen; Svendsen, Svend",Ultra-low temperature district heating system with central heat pump and local boosters for low-heat-density area: Analyses on a real case in Denmark,ENERGY,,0360-5442,10.1016/j.energy.2018.06.068,,,9/15/2018,3/7/2023 3:38,7/18/2023 15:46,,243-251,,,159,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\XQ7GAVKD\Yang 和 Svendsen - 2018 - Ultra-low temperature district heating system with.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57QQXPDQ,journalArticle,2018,"Lund, Henrik; Østergaard, Poul Alberg; Chang, Miguel; Werner, Sven; Svendsen, Svend; Sorknæs, Peter; Thorsen, Jan Eric; Hvelplund, Frede; Mortensen, Bent Ole Gram; Mathiesen, Brian Vad; Bojesen, Carsten; Duic, Neven; Zhang, Xiliang; Möller, Bernd",The status of 4th generation district heating: Research and results,Energy,,0360-5442,10.1016/j.energy.2018.08.206,https://www.sciencedirect.com/science/article/pii/S0360544218317420,"This review article presents a description of contemporary developments and findings related to the different elements needed in future 4th generation district heating systems (4GDH). Unlike the first three generations of district heating, the development of 4GDH involves meeting the challenge of more energy efficient buildings as well as the integration of district heating into a future smart energy system based on renewable energy sources. Following a review of recent 4GDH research, the article quantifies the costs and benefits of 4GDH in future sustainable energy systems. Costs involve an upgrade of heating systems and of the operation of the distribution grids, while benefits are lower grid losses, a better utilization of low-temperature heat sources and improved efficiency in the production compared to previous district heating systems. It is quantified how benefits exceed costs by a safe margin with the benefits of systems integration being the most important.",12/1/2018,4/6/2023 1:14,7/18/2023 15:45,4/6/2023 1:14,147-159,,,164,,Energy,The status of 4th generation district heating,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\NGLAF5QL\Lund et al. - 2018 - The status of 4th generation district heating Res.pdf; C:\Users\yuhang.zhang\Zotero\storage\S5E3ESKH\S0360544218317420.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUYJFXYX,journalArticle,2018,"Lund, Henrik; Duic, Neven; Østergaard, Poul Alberg; Mathiesen, Brian Vad",Future district heating systems and technologies: On the role of smart energy systems and 4th generation district heating,Energy,,0360-5442,10.1016/j.energy.2018.09.115,https://www.sciencedirect.com/science/article/pii/S0360544218318796,This paper provides a perspective on the development of future district heating systems and technologies and their role in future smart energy systems. The reviewed papers elaborate on or otherwise contribute to the theoretical scientific understanding of how we can design and implement a suitable and least-cost transformation into a sustainable energy future. Focus is on the important role of the next generation of district heating and cooling technologies. The status of the scientific contributions demonstrates a high level of understanding of how to deal with the technical aspects. The primary current challenge seems to be the understanding of the implementation of these.,12/15/2018,4/6/2023 2:10,7/18/2023 15:45,4/6/2023 2:10,614-619,,,165,,Energy,Future district heating systems and technologies,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\MGBD5EEY\Lund et al. - 2018 - Future district heating systems and technologies .pdf; C:\Users\yuhang.zhang\Zotero\storage\86Q337IY\S0360544218318796.html,,,Renewable energy; District heating; Sustainable energy; District cooling; Smart energy systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6F4HZAVG,journalArticle,2018,"Im, Yong-Hoon; Liu, Jie",Feasibility study on the low temperature district heating and cooling system with bi-lateral heat trades model,Energy,,0360-5442,10.1016/j.energy.2018.04.094,https://www.sciencedirect.com/science/article/pii/S0360544218307072,"A Novel low temperature district heating and cooling system with auxiliary heat storage pipe system is proposed for reflecting new features of bi-lateral energy trades effectively in emerging energy prosumer based new energy business platform. The newly proposed district heating and cooling system can provide more favorable operating conditions to implement bi-lateral heat trades system between the heat supplier and the prosumers, who operating their own distributed energy generation unit such as a cogeneration etc., connected to the network being able to utilize low-exergy level of waste heats available in consumer side. In this study, the appropriate system configuration for reliable operation, the optimal operation rules, the functionality of auxiliary heat storage pipe on bi-lateral heat trades and its operating characteristics etc. are analyzed extensively by developing simplified simulation models of the DHC network using Matlab/Simulink without any support by experiment or field measurement. The simulation results show that the newly suggested low temperature DHC system with auxiliary heat storage pipe can add improved rooms of operating flexibility to maintain stable supplying temperature conditions and is superior to conventional system in handling bi-lateral heat trades model. It is also shown that the new concept of DHC system can alleviate the inefficiency arising from mismatching of heat demand and supply in consumer side significantly, not to mention of the heat losses during the operation.",6/15/2018,4/17/2023 4:20,7/18/2023 15:45,4/17/2023 4:20,988-999,,,153,,Energy,,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\X3GD8YK4\Im 和 Liu - 2018 - Feasibility study on the low temperature district .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T3FYCG2H,journalArticle,2018,"Vivian, Jacopo; Emmi, Giuseppe; Zarrella, Angelo; Jobard, Xavier; Pietruschka, Dirk; De Carli, Michele",Evaluating the cost of heat for end users in ultra low temperature district heating networks with booster heat pumps,ENERGY,,0360-5442,10.1016/j.energy.2018.04.081,,,6/15/2018,3/7/2023 3:38,7/18/2023 15:45,,788-800,,,153,,,,,,,,,,,,,,,,,,,C:\Users\yuhang.zhang\Zotero\storage\XAH9I6SU\Vivian et al. - 2018 - Evaluating the cost of heat for end users in ultra.pdf; C:\Users\yuhang.zhang\Zotero\storage\VH53XEEC\S0360544218306893.html; C:\Users\yuhang.zhang\Zotero\storage\8VFZQWNW\Vivian 等 - 2018 - Evaluating the cost of heat for end users in ultra.pdf,,,Booster heat pumps; DHC networks; Low temperature heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9JERQ8I,journalArticle,2018,"Schweiger, Gerald; Heimrath, Richard; Falay, Basak; O'Donovan, Keith; Nageler, Peter; Pertschy, Reinhard; Engel, Georg; Streicher, Wolfgang; Leusbrock, Ingo",District energy systems: Modelling paradigms and general-purpose tools,Energy,,0360-5442,10.1016/j.energy.2018.08.193,https://www.sciencedirect.com/science/article/pii/S0360544218317274,"District energy systems are a central element in transforming the energy system towards a low-carbon system. Simulation is regarded as key method for concept development and assessment as well as for operational optimization to address the growing complexity of these systems and to derive quantitative feedback e.g., as input for decision-support or operational processes. In this paper we present a comprehensive comparison of four widely used general-purpose modelling tools for district-scale energy systems, including a detailed discussion of modelling paradigms and co-simulation capabilities. This comparison is based on an extensive literature review, a comprehensive questionnaire that was conducted by tool and library developers, as well as a comparison of pipe model behavior of various libraries against measured data. The results including the experimental data are openly available and can support users in academia and industry with the selection of suitable modelling paradigms and associated tools and libraries.",12/1/2018,3/7/2023 20:37,7/18/2023 15:45,3/7/2023 20:37,1326-1340,,,164,,Energy,District energy systems,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\yuhang.zhang\Zotero\storage\RKPFDDCU\Schweiger et al. - 2018 - District energy systems Modelling paradigms and g.pdf; C:\Users\yuhang.zhang\Zotero\storage\JWYVEMYT\Schweiger 等 - 2018 - District energy systems Modelling paradigms and g.pdf; C:\Users\yuhang.zhang\Zotero\storage\2S5JUCAB\Schweiger 等 - 2018 - District energy systems Modelling paradigms and g.pdf; C:\Users\yuhang.zhang\Zotero\storage\4RNL4FCA\S0360544218317274.html; C:\Users\yuhang.zhang\Zotero\storage\MA2GPMBE\S0360544218317274.html,,,District; Energy system; Modelling; Simulation; Tools; Co-simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
